ubigeo,fecha,temp_min
160101,2022-06-26,21.32927502618322
160101,2022-06-27,21.52822927040233
160101,2022-06-28,22.021755764324222
160101,2022-06-29,22.87594906853438
160101,2022-06-30,22.528722838953417
160101,2022-07-01,22.779046369509917
160101,2022-07-02,22.823438469003488
160101,2022-07-03,22.345528853143804
160101,2022-07-04,22.565588917688288
160101,2022-07-05,22.269311422918488
160101,2022-07-06,22.15924901346603
160101,2022-07-07,22.536868117260862
160101,2022-07-08,23.263317211688925
160101,2022-07-09,21.98477857185135
160101,2022-07-10,22.004633553445913
160101,2022-07-11,22.215781379468535
160101,2022-07-12,22.568326895290394
160101,2022-07-13,22.2875369507962
160101,2022-07-14,22.36265814056198
160101,2022-07-15,23.092999733986453
160101,2022-07-16,23.78209955469267
160101,2022-07-17,23.205244069859624
160101,2022-07-18,22.29192792367247
160101,2022-07-19,21.686411728689347
160101,2022-07-20,22.36849158165171
160101,2022-07-21,22.88839115348889
160101,2022-07-22,23.003265449212336
160101,2022-07-23,23.123203471589648
160101,2022-07-24,22.324682834308632
160101,2022-07-25,21.93915028930184
160101,2022-07-26,22.920210835051023
160101,2022-07-27,22.239896820028175
160101,2022-07-28,21.651624765509226
160101,2022-07-29,22.502677312355924
160101,2022-07-30,23.40379913289873
160101,2022-07-31,23.25777819084401
160101,2022-08-01,23.383593721854695
160101,2022-08-02,22.583827010444995
160101,2022-08-03,22.57095958925835
160101,2022-08-04,23.11136122390689
160101,2022-08-05,22.857660575535007
160101,2022-08-06,22.984498143855784
160101,2022-08-07,22.9643929703905
160101,2022-08-08,23.64361659516147
160101,2022-08-09,23.03983584116258
160101,2022-08-10,23.03618595490188
160101,2022-08-11,22.10612663500239
160101,2022-08-12,20.54479189182932
160101,2022-08-13,21.965332300641027
160101,2022-08-14,23.374939214130965
160101,2022-08-15,22.57763214312368
160101,2022-08-16,23.32764609516533
160101,2022-08-17,23.47520228450009
160101,2022-08-18,23.70950273958593
160101,2022-08-19,23.436225225677312
160101,2022-08-20,18.209535830451276
160101,2022-08-21,18.200246866701168
160101,2022-08-22,19.123866515228737
160101,2022-08-23,19.73414544267619
160101,2022-08-24,20.045730035955277
160101,2022-08-25,20.929973002196324
160101,2022-08-26,22.880541783107937
160101,2022-08-27,22.37679011127539
160101,2022-08-28,22.907677016427886
160101,2022-08-29,22.949325107177433
160101,2022-08-30,21.567028551265047
160101,2022-08-31,22.117244381709867
160101,2022-09-01,22.47571050872604
160101,2022-09-02,23.01355968369799
160101,2022-09-03,23.367781595624667
160101,2022-09-04,23.04163066879094
160101,2022-09-05,21.69774693827072
160101,2022-09-06,23.741212111562312
160101,2022-09-07,22.893714983190023
160101,2022-09-08,22.70552401536383
160101,2022-09-09,22.863465026935906
160101,2022-09-10,22.30443737648223
160101,2022-09-11,22.521250756707296
160101,2022-09-12,22.759149813243702
160101,2022-09-13,23.693613052870777
160101,2022-09-14,23.654011509509605
160101,2022-09-15,23.996263976970383
160101,2022-09-16,21.07505443306625
160101,2022-09-17,19.926791896493405
160101,2022-09-18,21.81945799575024
160101,2022-09-19,23.052119950406343
160101,2022-09-20,24.03195852649073
160101,2022-09-21,24.1628881039827
160101,2022-09-22,23.998646579586648
160101,2022-09-23,24.130839058093265
160101,2022-09-24,22.521474391449757
160101,2022-09-25,22.13311987513769
160101,2022-09-26,23.31294522693822
160101,2022-09-27,23.945293409425457
160101,2022-09-28,24.050328178556565
160101,2022-09-29,23.84107614147807
160101,2022-09-30,24.56167939076784
160101,2022-10-01,22.617703733582452
160101,2022-10-02,23.421803157037452
160101,2022-10-03,23.47747857818807
160101,2022-10-04,22.795474436160625
160101,2022-10-05,24.32124918458964
160101,2022-10-06,24.62796787266991
160101,2022-10-07,24.96085876143185
160101,2022-10-08,23.10904982897292
160101,2022-10-09,22.36155265235149
160101,2022-10-10,23.484926274517015
160101,2022-10-11,23.55315372833938
160101,2022-10-12,23.856344680886675
160101,2022-10-13,23.954111200264812
160101,2022-10-14,24.24030530927055
160101,2022-10-15,24.166047758924183
160101,2022-10-16,23.05003122523213
160101,2022-10-17,22.80859844222844
160101,2022-10-18,23.53803174567948
160101,2022-10-19,23.652405155066308
160101,2022-10-20,22.75756661838539
160101,2022-10-21,22.85409914602249
160101,2022-10-22,23.983399370316636
160101,2022-10-23,23.8022356076046
160101,2022-10-24,23.035567742751073
160101,2022-10-25,23.14681378390952
160101,2022-10-26,24.263112575043515
160101,2022-10-27,24.46219280981737
160101,2022-10-28,24.753344034991574
160101,2022-10-29,23.24217590814525
160101,2022-10-30,22.739775815217413
160101,2022-10-31,23.701462624289793
160101,2022-11-01,24.559572913932573
160101,2022-11-02,17.866720215165437
160101,2022-11-03,17.490681552007445
160101,2022-11-04,19.088422821004738
160101,2022-11-05,21.459529256506578
160101,2022-11-06,21.92380459148424
160101,2022-11-07,22.46289346767825
160101,2022-11-08,23.30632558629135
160101,2022-11-09,24.320538313995108
160101,2022-11-10,24.040892577642538
160101,2022-11-11,23.52712116869702
160101,2022-11-12,23.764873869522777
160101,2022-11-13,24.61598719017624
160101,2022-11-14,24.22263356084411
160101,2022-11-15,24.205262967437644
160101,2022-11-16,22.607004789370027
160101,2022-11-17,22.720597768992167
160101,2022-11-18,22.988750983478234
160101,2022-11-19,24.093976276382655
160101,2022-11-20,24.091648516950265
160101,2022-11-21,23.682975746928808
160101,2022-11-22,24.01096180952273
160101,2022-11-23,22.97436276964836
160101,2022-11-24,22.290797667572484
160101,2022-11-25,23.028515126425624
160101,2022-11-26,23.165251286321972
160101,2022-11-27,23.07172154362496
160101,2022-11-28,22.978572365983226
160101,2022-11-29,22.401679628796906
160101,2022-11-30,23.475375338065632
160101,2022-12-01,24.62826878644421
160101,2022-12-02,24.362121750903253
160101,2022-12-03,24.3585018595217
160101,2022-12-04,22.810626956502464
160101,2022-12-05,22.936261412528843
160101,2022-12-06,24.145213822476656
160101,2022-12-07,22.977654848362633
160101,2022-12-08,22.984598160292656
160101,2022-12-09,22.999298304782737
160101,2022-12-10,23.55873912866567
160101,2022-12-11,23.744467983321258
160101,2022-12-12,23.653871908677917
160101,2022-12-13,23.83952177547814
160101,2022-12-14,23.290713432623644
160101,2022-12-15,23.063327621439885
160101,2022-12-16,23.72956430789512
160101,2022-12-17,22.8999282454942
160101,2022-12-18,21.885580239277136
160101,2022-12-19,23.563591544210382
160101,2022-12-20,23.59850522168228
160101,2022-12-21,22.77392723676561
160101,2022-12-22,23.07623653688295
160101,2022-12-23,22.806778324011624
160101,2022-12-24,23.144723852506925
160101,2022-12-25,23.4542395027573
160101,2022-12-26,23.133297130398773
160101,2022-12-27,23.28702046390581
160101,2022-12-28,23.505389918954343
160101,2022-12-29,24.759198122690492
160101,2022-12-30,24.5190302711859
160101,2022-12-31,23.40479606055462
